,box,angry,disgust,fear,happy,sad,surprise,neutral
0,[553 253 189 189],0.03,0.0,0.09,0.33,0.12,0.02,0.42
1,[553 253 189 189],0.03,0.0,0.09,0.33,0.12,0.02,0.42
2,[553 253 189 189],0.03,0.0,0.09,0.33,0.12,0.02,0.42
3,[553 253 189 189],0.03,0.0,0.09,0.33,0.12,0.02,0.42
4,[553 253 189 189],0.03,0.0,0.09,0.33,0.12,0.02,0.42
5,[553 253 189 189],0.03,0.0,0.09,0.33,0.12,0.02,0.42
6,[553 253 189 189],0.03,0.0,0.09,0.33,0.12,0.02,0.42
7,[553 253 189 189],0.03,0.0,0.09,0.33,0.12,0.02,0.42
8,[553 253 189 189],0.03,0.0,0.09,0.33,0.12,0.02,0.42
9,[553 253 189 189],0.02,0.0,0.09,0.33,0.12,0.02,0.42
10,[553 253 189 189],0.02,0.0,0.09,0.33,0.12,0.02,0.42
11,[553 253 189 189],0.02,0.0,0.09,0.33,0.12,0.02,0.42
12,[553 253 189 189],0.02,0.0,0.09,0.33,0.12,0.02,0.41
13,[553 253 189 189],0.03,0.0,0.09,0.32,0.12,0.02,0.42
14,[552 253 189 189],0.02,0.0,0.06,0.46,0.07,0.02,0.37
15,[553 253 188 188],0.02,0.0,0.08,0.54,0.08,0.03,0.25
16,[554 253 187 187],0.03,0.0,0.11,0.49,0.09,0.04,0.24
17,[555 253 187 187],0.03,0.0,0.13,0.51,0.09,0.03,0.21
18,[555 253 188 188],0.03,0.0,0.11,0.47,0.09,0.02,0.28
19,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
20,[555 253 188 188],0.03,0.0,0.11,0.47,0.09,0.02,0.28
21,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
22,[554 253 188 188],0.03,0.0,0.13,0.42,0.11,0.03,0.28
23,[554 253 188 188],0.03,0.0,0.13,0.42,0.11,0.03,0.28
24,[554 253 188 188],0.03,0.0,0.13,0.42,0.11,0.03,0.28
25,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
26,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
27,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
28,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
29,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
30,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
31,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
32,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
33,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
34,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
35,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
36,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
37,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
38,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
39,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
40,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
41,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
42,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
43,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
44,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
45,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
46,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
47,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
48,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
49,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
50,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
51,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
52,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
53,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
54,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
55,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
56,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
57,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
58,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
59,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
60,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
61,[554 253 188 188],0.03,0.0,0.14,0.42,0.11,0.03,0.28
