,box,angry,disgust,fear,happy,sad,surprise,neutral
0,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
1,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
2,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
3,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
4,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
5,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
6,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
7,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
8,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
9,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
10,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
11,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
12,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
13,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
14,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
15,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
16,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
17,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
18,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
19,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
20,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
21,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
22,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
23,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
24,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
25,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
26,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
27,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
28,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
29,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
30,[250 109 112 112],0.59,0.0,0.06,0.01,0.06,0.0,0.28
31,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
32,[250 109 113 113],0.66,0.01,0.06,0.02,0.1,0.0,0.16
33,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
34,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
35,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
36,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
37,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
38,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
39,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
40,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
41,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
42,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
43,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
44,[250 109 113 113],0.65,0.01,0.06,0.02,0.1,0.0,0.16
