,box,angry,disgust,fear,happy,sad,surprise,neutral
1677,[ 35  94 180 180],0.28,0.0,0.31,0.0,0.24,0.1,0.07
1678,[ 34  94 181 181],0.23,0.0,0.26,0.0,0.35,0.03,0.13
1679,[ 36  96 179 179],0.24,0.0,0.38,0.0,0.22,0.06,0.11
1680,[ 36  95 180 180],0.23,0.0,0.29,0.0,0.27,0.05,0.16
1681,[ 38  97 175 175],0.08,0.0,0.22,0.01,0.5,0.03,0.17
1682,[ 41  97 173 173],0.13,0.0,0.14,0.03,0.43,0.02,0.25
1683,[ 40  97 175 175],0.12,0.0,0.07,0.02,0.44,0.01,0.34
1684,[ 40  99 173 173],0.12,0.0,0.11,0.01,0.53,0.01,0.22
1685,[ 40  97 174 174],0.06,0.0,0.07,0.03,0.47,0.01,0.36
1686,[ 39  98 176 176],0.2,0.0,0.04,0.0,0.33,0.0,0.42
1687,[ 40  97 175 175],0.23,0.0,0.08,0.0,0.53,0.0,0.16
1688,[ 35  96 182 182],0.14,0.0,0.03,0.0,0.74,0.0,0.08
1689,[ 41  98 173 173],0.09,0.0,0.07,0.0,0.78,0.0,0.06
1690,[ 40  98 174 174],0.14,0.0,0.13,0.01,0.63,0.01,0.07
1691,[ 43 100 169 169],0.19,0.01,0.18,0.01,0.54,0.02,0.05
1692,[ 44  98 170 170],0.17,0.02,0.25,0.0,0.5,0.03,0.04
1693,[ 46 100 165 165],0.08,0.01,0.19,0.0,0.64,0.03,0.04
1694,[ 46  99 166 166],0.1,0.01,0.26,0.0,0.56,0.03,0.05
1695,[ 46  99 166 166],0.09,0.02,0.25,0.0,0.54,0.04,0.06
1696,[ 48 100 161 161],0.03,0.01,0.21,0.0,0.7,0.03,0.02
1697,[ 45  97 170 170],0.21,0.01,0.23,0.0,0.46,0.03,0.06
1698,[ 48  99 165 165],0.18,0.01,0.22,0.0,0.43,0.07,0.09
1699,[ 47  96 167 167],0.19,0.02,0.2,0.0,0.5,0.02,0.06
1700,[ 46  95 168 168],0.26,0.01,0.18,0.0,0.48,0.02,0.05
1701,[ 48  96 164 164],0.12,0.01,0.24,0.0,0.58,0.02,0.03
1702,[ 49  95 163 163],0.11,0.0,0.32,0.0,0.48,0.03,0.05
1703,[ 45  92 168 168],0.2,0.0,0.24,0.0,0.5,0.01,0.05
1704,[ 50  93 160 160],0.08,0.0,0.33,0.0,0.53,0.02,0.03
1705,[ 51  93 161 161],0.09,0.0,0.39,0.0,0.49,0.01,0.01
1706,[ 47  89 168 168],0.12,0.0,0.16,0.0,0.69,0.0,0.02
1707,[ 50  92 162 162],0.05,0.0,0.26,0.0,0.66,0.01,0.02
1708,[ 49  89 162 162],0.06,0.0,0.14,0.0,0.77,0.01,0.03
1709,[ 51  89 159 159],0.09,0.0,0.13,0.0,0.74,0.01,0.03
1710,[ 53  91 156 156],0.08,0.0,0.18,0.0,0.71,0.01,0.02
1711,[ 57  92 150 150],0.1,0.0,0.12,0.0,0.76,0.0,0.01
1712,[ 57  91 150 150],0.12,0.0,0.09,0.0,0.77,0.01,0.02
1713,[ 56  90 150 150],0.1,0.0,0.05,0.0,0.83,0.0,0.01
1714,[ 57  91 149 149],0.22,0.0,0.07,0.0,0.66,0.01,0.03
1715,[ 60  92 146 146],0.17,0.0,0.09,0.0,0.71,0.01,0.02
1716,[ 59  93 148 148],0.28,0.0,0.35,0.0,0.29,0.06,0.02
1717,[ 51  85 162 162],0.23,0.0,0.36,0.01,0.32,0.06,0.02
1718,[ 56  90 156 156],0.1,0.0,0.36,0.0,0.47,0.04,0.02
1719,[ 49  91 166 166],0.07,0.0,0.3,0.0,0.56,0.04,0.03
