,box,angry,disgust,fear,happy,sad,surprise,neutral
29,[140 114  60  60],0.16,0.0,0.06,0.06,0.11,0.19,0.43
30,[141 114  59  59],0.19,0.0,0.05,0.09,0.1,0.1,0.47
31,[141 113  59  59],0.44,0.0,0.13,0.03,0.11,0.09,0.2
32,[141 113  59  59],0.49,0.0,0.07,0.02,0.09,0.1,0.23
33,[140 112  59  59],0.44,0.0,0.16,0.01,0.21,0.07,0.11
34,[140 112  60  60],0.46,0.0,0.1,0.01,0.1,0.21,0.12
35,[140 112  60  60],0.47,0.0,0.11,0.02,0.12,0.18,0.11
36,[140 112  59  59],0.52,0.0,0.15,0.01,0.13,0.1,0.09
37,[140 111  60  60],0.46,0.0,0.2,0.0,0.06,0.23,0.05
38,[140 112  59  59],0.56,0.0,0.1,0.01,0.06,0.18,0.08
39,[139 112  59  59],0.55,0.0,0.14,0.01,0.14,0.06,0.11
40,[139 112  59  59],0.5,0.0,0.14,0.01,0.13,0.07,0.15
41,[140 112  59  59],0.41,0.0,0.16,0.01,0.09,0.2,0.13
42,[140 113  58  58],0.45,0.0,0.11,0.01,0.2,0.08,0.16
43,[141 113  58  58],0.45,0.0,0.13,0.01,0.18,0.12,0.11
44,[140 113  59  59],0.43,0.0,0.09,0.01,0.27,0.03,0.17
45,[141 113  59  59],0.42,0.0,0.16,0.01,0.26,0.05,0.1
46,[141 113  58  58],0.21,0.0,0.25,0.01,0.32,0.08,0.12
47,[141 113  60  60],0.23,0.0,0.17,0.07,0.28,0.06,0.19
48,[142 114  58  58],0.18,0.0,0.15,0.1,0.26,0.03,0.28
49,[142 115  59  59],0.25,0.0,0.04,0.06,0.34,0.01,0.31
50,[142 114  60  60],0.31,0.0,0.07,0.05,0.31,0.02,0.25
51,[142 115  60  60],0.24,0.0,0.04,0.06,0.37,0.02,0.28
52,[142 115  62  62],0.36,0.0,0.08,0.01,0.39,0.02,0.13
53,[142 115  62  62],0.25,0.0,0.08,0.03,0.41,0.01,0.21
54,[143 117  60  60],0.28,0.0,0.04,0.03,0.32,0.01,0.32
55,[144 117  60  60],0.38,0.0,0.04,0.02,0.23,0.01,0.33
56,[144 117  61  61],0.53,0.0,0.04,0.01,0.14,0.01,0.26
57,[144 117  61  61],0.22,0.0,0.09,0.01,0.17,0.01,0.51
58,[145 117  61  61],0.19,0.0,0.04,0.01,0.15,0.01,0.6
59,[145 118  61  61],0.19,0.0,0.02,0.0,0.08,0.02,0.69
60,[145 119  59  59],0.23,0.0,0.04,0.0,0.13,0.0,0.6
61,[145 118  60  60],0.19,0.0,0.03,0.0,0.14,0.0,0.64
62,[146 118  60  60],0.16,0.0,0.02,0.01,0.11,0.0,0.7
63,[145 118  61  61],0.11,0.0,0.01,0.0,0.16,0.0,0.71
64,[145 118  61  61],0.1,0.0,0.01,0.0,0.16,0.0,0.73
65,[145 118  61  61],0.1,0.0,0.02,0.0,0.17,0.0,0.71
66,[146 119  60  60],0.18,0.0,0.02,0.0,0.07,0.01,0.72
67,[146 118  60  60],0.11,0.0,0.01,0.0,0.07,0.0,0.8
68,[147 119  59  59],0.1,0.0,0.02,0.01,0.05,0.01,0.82
69,[146 118  60  60],0.12,0.0,0.01,0.0,0.04,0.0,0.83
70,[146 118  60  60],0.14,0.0,0.01,0.0,0.04,0.0,0.81
71,[145 117  60  60],0.22,0.0,0.04,0.02,0.04,0.0,0.67
72,[145 116  61  61],0.23,0.0,0.05,0.05,0.04,0.01,0.62
73,[144 115  62  62],0.3,0.0,0.06,0.04,0.04,0.01,0.55
74,[143 113  63  63],0.1,0.0,0.07,0.14,0.05,0.04,0.59
75,[143 113  63  63],0.12,0.0,0.1,0.22,0.03,0.11,0.42
76,[143 112  63  63],0.08,0.0,0.11,0.31,0.05,0.15,0.3
77,[141 109  64  64],0.03,0.0,0.08,0.33,0.01,0.5,0.05
78,[141 108  64  64],0.03,0.0,0.11,0.15,0.0,0.67,0.02
79,[141 107  64  64],0.06,0.0,0.16,0.15,0.01,0.6,0.03
80,[140 107  64  64],0.09,0.0,0.18,0.09,0.01,0.6,0.03
81,[140 107  64  64],0.12,0.0,0.22,0.12,0.01,0.5,0.04
82,[140 108  63  63],0.06,0.0,0.17,0.07,0.01,0.67,0.03
83,[139 108  63  63],0.1,0.0,0.17,0.02,0.01,0.68,0.02
84,[139 108  62  62],0.29,0.0,0.21,0.03,0.03,0.4,0.05
85,[138 108  63  63],0.19,0.0,0.3,0.02,0.02,0.44,0.03
86,[138 109  62  62],0.3,0.0,0.26,0.01,0.04,0.32,0.07
87,[138 110  60  60],0.23,0.0,0.33,0.01,0.05,0.32,0.06
88,[138 111  59  59],0.34,0.0,0.36,0.01,0.04,0.19,0.06
89,[138 111  59  59],0.19,0.0,0.37,0.0,0.05,0.33,0.05
90,[138 112  59  59],0.27,0.0,0.41,0.01,0.06,0.14,0.11
91,[138 112  59  59],0.3,0.0,0.27,0.01,0.12,0.07,0.23
92,[139 113  59  59],0.16,0.0,0.21,0.02,0.26,0.08,0.28
93,[140 115  58  58],0.11,0.0,0.17,0.03,0.13,0.19,0.36
94,[141 114  59  59],0.29,0.0,0.19,0.02,0.24,0.04,0.22
95,[141 116  59  59],0.37,0.0,0.09,0.01,0.13,0.1,0.29
96,[141 116  60  60],0.38,0.0,0.08,0.01,0.12,0.1,0.31
97,[141 116  62  62],0.5,0.0,0.09,0.0,0.06,0.18,0.17
98,[142 116  61  61],0.41,0.0,0.11,0.0,0.12,0.15,0.2
99,[143 116  61  61],0.55,0.0,0.09,0.01,0.07,0.13,0.14
100,[143 116  62  62],0.41,0.0,0.08,0.0,0.09,0.04,0.37
101,[144 115  62  62],0.48,0.0,0.09,0.01,0.07,0.1,0.26
102,[144 115  61  61],0.38,0.0,0.13,0.01,0.13,0.02,0.34
103,[145 115  61  61],0.44,0.0,0.06,0.01,0.1,0.02,0.37
104,[145 115  61  61],0.52,0.0,0.05,0.01,0.15,0.01,0.27
105,[145 115  61  61],0.49,0.0,0.05,0.01,0.14,0.0,0.31
106,[145 116  61  61],0.31,0.0,0.06,0.0,0.14,0.0,0.48
107,[145 115  61  61],0.6,0.0,0.04,0.01,0.11,0.0,0.23
108,[145 115  62  62],0.61,0.0,0.07,0.01,0.11,0.01,0.19
109,[146 115  61  61],0.61,0.0,0.06,0.0,0.09,0.0,0.23
110,[145 116  62  62],0.44,0.0,0.07,0.02,0.17,0.01,0.29
111,[146 116  62  62],0.51,0.0,0.07,0.02,0.09,0.02,0.29
112,[146 116  62  62],0.63,0.0,0.06,0.01,0.09,0.01,0.22
113,[147 118  59  59],0.52,0.0,0.05,0.0,0.09,0.0,0.34
114,[147 118  60  60],0.43,0.0,0.06,0.01,0.08,0.01,0.42
115,[147 118  59  59],0.52,0.0,0.06,0.0,0.08,0.0,0.33
116,[147 119  59  59],0.48,0.0,0.04,0.0,0.08,0.01,0.39
117,[147 119  60  60],0.35,0.0,0.07,0.01,0.06,0.17,0.33
118,[146 118  61  61],0.21,0.0,0.04,0.01,0.09,0.03,0.62
119,[146 118  61  61],0.23,0.0,0.04,0.01,0.08,0.03,0.6
120,[146 119  60  60],0.34,0.0,0.07,0.0,0.1,0.07,0.41
121,[146 119  60  60],0.4,0.0,0.07,0.0,0.09,0.1,0.34
122,[146 118  61  61],0.32,0.0,0.09,0.01,0.09,0.1,0.39
123,[146 119  61  61],0.43,0.0,0.07,0.01,0.06,0.21,0.22
124,[145 119  61  61],0.41,0.0,0.06,0.0,0.08,0.12,0.33
125,[144 118  62  62],0.58,0.0,0.06,0.01,0.04,0.1,0.22
126,[145 119  61  61],0.25,0.0,0.05,0.01,0.09,0.09,0.52
127,[146 118  59  59],0.26,0.0,0.05,0.01,0.05,0.12,0.51
128,[146 118  60  60],0.34,0.0,0.02,0.01,0.04,0.11,0.49
129,[146 118  60  60],0.31,0.0,0.02,0.01,0.04,0.09,0.53
130,[145 118  61  61],0.2,0.0,0.04,0.01,0.04,0.12,0.6
131,[145 118  60  60],0.25,0.0,0.06,0.0,0.09,0.11,0.5
132,[145 117  60  60],0.32,0.0,0.06,0.01,0.06,0.19,0.37
133,[145 116  61  61],0.23,0.0,0.1,0.0,0.08,0.17,0.42
134,[145 116  62  62],0.2,0.0,0.07,0.0,0.03,0.19,0.5
135,[145 116  61  61],0.2,0.0,0.12,0.0,0.06,0.18,0.44
136,[145 116  61  61],0.18,0.0,0.09,0.0,0.05,0.1,0.57
137,[144 116  61  61],0.14,0.0,0.08,0.01,0.05,0.05,0.68
138,[144 116  60  60],0.15,0.0,0.07,0.01,0.07,0.03,0.67
139,[143 116  61  61],0.24,0.0,0.08,0.01,0.06,0.02,0.59
140,[143 116  61  61],0.17,0.0,0.06,0.01,0.07,0.02,0.67
141,[143 116  62  62],0.18,0.0,0.05,0.02,0.05,0.08,0.62
142,[143 117  61  61],0.18,0.0,0.06,0.01,0.04,0.13,0.59
143,[143 117  60  60],0.11,0.0,0.09,0.0,0.06,0.12,0.61
144,[143 116  61  61],0.13,0.0,0.07,0.01,0.04,0.16,0.6
145,[144 116  60  60],0.23,0.0,0.1,0.01,0.08,0.16,0.42
146,[144 115  61  61],0.29,0.0,0.17,0.0,0.06,0.19,0.28
147,[144 116  60  60],0.14,0.0,0.08,0.01,0.05,0.15,0.58
148,[143 116  60  60],0.14,0.0,0.1,0.01,0.04,0.06,0.63
149,[144 115  60  60],0.19,0.0,0.09,0.01,0.09,0.03,0.6
150,[143 115  61  61],0.13,0.0,0.07,0.01,0.08,0.03,0.68
151,[144 115  60  60],0.23,0.0,0.11,0.01,0.09,0.03,0.54
152,[143 116  61  61],0.22,0.0,0.06,0.02,0.03,0.16,0.5
153,[143 117  60  60],0.14,0.0,0.05,0.02,0.03,0.09,0.67
154,[143 117  61  61],0.18,0.0,0.04,0.05,0.03,0.08,0.63
155,[143 117  61  61],0.21,0.0,0.05,0.05,0.03,0.1,0.56
156,[143 116  61  61],0.21,0.0,0.09,0.04,0.05,0.1,0.52
157,[144 116  60  60],0.16,0.0,0.07,0.03,0.12,0.04,0.59
158,[144 115  60  60],0.16,0.0,0.11,0.02,0.09,0.03,0.58
159,[143 115  61  61],0.15,0.0,0.15,0.01,0.08,0.08,0.53
160,[144 115  61  61],0.18,0.0,0.09,0.03,0.08,0.09,0.54
161,[144 115  60  60],0.11,0.0,0.09,0.02,0.08,0.03,0.67
162,[144 115  60  60],0.2,0.0,0.11,0.03,0.08,0.03,0.55
163,[144 115  60  60],0.24,0.0,0.11,0.03,0.1,0.03,0.49
164,[145 116  59  59],0.22,0.0,0.08,0.03,0.12,0.06,0.49
165,[145 116  59  59],0.21,0.0,0.08,0.03,0.11,0.07,0.5
166,[145 116  59  59],0.22,0.0,0.09,0.03,0.12,0.1,0.45
167,[144 115  60  60],0.22,0.0,0.07,0.04,0.12,0.03,0.52
168,[143 114  61  61],0.32,0.0,0.06,0.04,0.08,0.03,0.46
169,[144 114  60  60],0.25,0.0,0.08,0.04,0.13,0.04,0.46
170,[144 114  60  60],0.23,0.0,0.07,0.05,0.13,0.05,0.46
171,[144 113  60  60],0.33,0.0,0.09,0.05,0.07,0.13,0.33
172,[143 113  60  60],0.39,0.0,0.1,0.02,0.09,0.1,0.3
173,[142 112  62  62],0.34,0.0,0.08,0.02,0.12,0.08,0.35
174,[143 112  60  60],0.5,0.0,0.11,0.01,0.12,0.1,0.17
175,[142 111  62  62],0.64,0.0,0.08,0.01,0.08,0.07,0.11
176,[142 111  60  60],0.54,0.0,0.16,0.01,0.07,0.17,0.06
177,[142 110  61  61],0.59,0.0,0.18,0.01,0.05,0.1,0.05
178,[142 111  60  60],0.63,0.0,0.14,0.01,0.06,0.1,0.06
179,[142 111  60  60],0.67,0.0,0.11,0.0,0.07,0.08,0.07
180,[142 111  60  60],0.6,0.0,0.11,0.0,0.11,0.09,0.08
181,[143 112  59  59],0.64,0.0,0.1,0.0,0.07,0.09,0.09
182,[143 111  59  59],0.54,0.0,0.18,0.0,0.07,0.12,0.09
183,[142 111  59  59],0.56,0.0,0.23,0.0,0.06,0.1,0.06
184,[143 111  58  58],0.39,0.0,0.14,0.0,0.07,0.32,0.07
185,[142 111  59  59],0.48,0.0,0.25,0.0,0.08,0.11,0.07
186,[142 111  59  59],0.41,0.0,0.3,0.0,0.1,0.09,0.1
187,[141 111  58  58],0.49,0.0,0.19,0.0,0.14,0.08,0.1
188,[141 110  58  58],0.44,0.0,0.12,0.0,0.13,0.18,0.12
189,[142 111  57  57],0.47,0.0,0.2,0.0,0.09,0.11,0.12
190,[142 111  58  58],0.37,0.0,0.26,0.01,0.12,0.15,0.09
191,[140 110  59  59],0.43,0.0,0.2,0.0,0.14,0.06,0.16
192,[140 110  58  58],0.65,0.0,0.1,0.0,0.08,0.05,0.12
193,[141 110  58  58],0.59,0.0,0.13,0.0,0.06,0.14,0.08
194,[141 110  58  58],0.51,0.0,0.14,0.0,0.07,0.19,0.09
195,[140 110  58  58],0.65,0.0,0.12,0.0,0.07,0.06,0.11
196,[140 110  58  58],0.65,0.0,0.12,0.0,0.07,0.06,0.11
197,[140 110  59  59],0.54,0.0,0.21,0.0,0.09,0.04,0.12
198,[141 111  58  58],0.36,0.0,0.25,0.01,0.09,0.19,0.1
199,[142 112  58  58],0.35,0.0,0.28,0.03,0.05,0.21,0.07
200,[142 113  57  57],0.45,0.0,0.29,0.03,0.05,0.08,0.09
201,[141 112  58  58],0.58,0.0,0.18,0.01,0.04,0.1,0.09
202,[142 113  59  59],0.41,0.0,0.27,0.05,0.04,0.15,0.08
203,[143 113  58  58],0.27,0.0,0.34,0.11,0.06,0.13,0.09
204,[142 113  58  58],0.41,0.0,0.26,0.06,0.08,0.07,0.12
205,[142 113  58  58],0.53,0.0,0.21,0.02,0.11,0.04,0.09
206,[143 115  57  57],0.33,0.0,0.16,0.02,0.27,0.02,0.2
207,[144 115  58  58],0.24,0.0,0.25,0.05,0.32,0.03,0.11
208,[145 117  57  57],0.36,0.0,0.09,0.12,0.2,0.02,0.22
209,[145 117  58  58],0.39,0.0,0.05,0.11,0.18,0.01,0.25
210,[145 117  59  59],0.38,0.0,0.05,0.06,0.22,0.01,0.28
211,[145 116  59  59],0.43,0.0,0.07,0.03,0.29,0.01,0.18
212,[145 117  60  60],0.51,0.0,0.03,0.01,0.16,0.0,0.29
213,[145 117  60  60],0.49,0.0,0.03,0.01,0.2,0.0,0.27
214,[145 117  60  60],0.48,0.0,0.03,0.01,0.23,0.0,0.26
215,[145 117  60  60],0.39,0.0,0.02,0.01,0.19,0.0,0.39
216,[145 117  61  61],0.33,0.0,0.02,0.02,0.17,0.0,0.46
217,[146 117  61  61],0.4,0.0,0.02,0.04,0.18,0.01,0.35
218,[145 117  61  61],0.35,0.0,0.02,0.02,0.2,0.0,0.41
219,[145 117  61  61],0.41,0.0,0.02,0.01,0.19,0.0,0.36
220,[146 117  60  60],0.35,0.0,0.02,0.01,0.17,0.0,0.44
221,[146 117  60  60],0.29,0.0,0.03,0.02,0.14,0.01,0.51
222,[145 117  61  61],0.17,0.0,0.05,0.04,0.08,0.04,0.62
223,[145 117  61  61],0.18,0.0,0.06,0.02,0.12,0.03,0.6
224,[145 117  61  61],0.15,0.0,0.05,0.01,0.11,0.02,0.67
225,[145 117  61  61],0.11,0.0,0.03,0.01,0.09,0.01,0.75
226,[145 117  61  61],0.08,0.0,0.03,0.01,0.08,0.01,0.79
227,[145 116  61  61],0.21,0.0,0.08,0.03,0.09,0.02,0.56
228,[145 116  61  61],0.26,0.0,0.07,0.08,0.06,0.04,0.49
229,[144 116  61  61],0.21,0.0,0.07,0.05,0.06,0.02,0.59
230,[144 116  62  62],0.15,0.0,0.03,0.09,0.05,0.01,0.68
231,[144 116  61  61],0.2,0.0,0.05,0.07,0.06,0.01,0.61
232,[144 116  62  62],0.17,0.0,0.02,0.1,0.06,0.0,0.64
233,[145 116  61  61],0.17,0.0,0.02,0.08,0.06,0.02,0.65
234,[144 115  61  61],0.28,0.0,0.04,0.09,0.08,0.01,0.51
235,[144 115  61  61],0.24,0.0,0.04,0.08,0.08,0.02,0.55
236,[144 115  61  61],0.22,0.0,0.02,0.12,0.08,0.02,0.55
237,[144 115  60  60],0.16,0.0,0.01,0.04,0.08,0.0,0.71
238,[143 114  61  61],0.24,0.0,0.04,0.03,0.11,0.01,0.58
239,[143 114  62  62],0.21,0.0,0.04,0.04,0.05,0.02,0.64
240,[143 115  61  61],0.18,0.0,0.04,0.03,0.05,0.02,0.68
241,[143 114  62  62],0.21,0.0,0.06,0.1,0.05,0.04,0.55
242,[143 114  60  60],0.21,0.0,0.03,0.04,0.1,0.01,0.61
243,[143 114  60  60],0.44,0.0,0.04,0.03,0.08,0.02,0.38
244,[143 114  60  60],0.44,0.0,0.04,0.03,0.07,0.03,0.37
245,[143 114  60  60],0.48,0.0,0.04,0.04,0.05,0.06,0.33
246,[143 114  60  60],0.42,0.0,0.04,0.03,0.06,0.05,0.39
247,[141 113  61  61],0.27,0.0,0.06,0.08,0.08,0.09,0.42
248,[141 113  62  62],0.21,0.0,0.06,0.07,0.05,0.1,0.52
249,[141 114  61  61],0.18,0.0,0.06,0.09,0.1,0.08,0.49
250,[141 113  61  61],0.29,0.0,0.08,0.13,0.1,0.06,0.34
251,[142 114  60  60],0.17,0.0,0.03,0.08,0.08,0.07,0.57
252,[141 113  61  61],0.12,0.0,0.08,0.1,0.24,0.07,0.38
253,[141 114  61  61],0.11,0.0,0.04,0.04,0.2,0.03,0.59
254,[141 114  61  61],0.12,0.0,0.05,0.04,0.2,0.03,0.56
255,[142 115  60  60],0.11,0.0,0.03,0.04,0.16,0.02,0.64
256,[142 115  60  60],0.13,0.0,0.03,0.05,0.14,0.02,0.62
257,[141 114  61  61],0.18,0.0,0.08,0.06,0.2,0.05,0.43
258,[142 115  61  61],0.11,0.0,0.03,0.07,0.15,0.03,0.62
259,[143 115  59  59],0.14,0.0,0.06,0.09,0.09,0.06,0.57
260,[142 115  60  60],0.11,0.0,0.04,0.09,0.08,0.07,0.61
261,[142 115  60  60],0.14,0.0,0.03,0.08,0.09,0.05,0.62
262,[142 114  61  61],0.22,0.0,0.04,0.06,0.09,0.04,0.54
263,[142 113  62  62],0.28,0.0,0.06,0.18,0.11,0.06,0.32
264,[142 114  60  60],0.12,0.0,0.05,0.08,0.11,0.03,0.6
265,[143 114  61  61],0.13,0.0,0.03,0.12,0.12,0.02,0.58
266,[142 114  63  63],0.2,0.0,0.2,0.1,0.15,0.07,0.28
267,[143 114  62  62],0.37,0.0,0.13,0.04,0.11,0.05,0.3
268,[143 114  62  62],0.29,0.0,0.05,0.04,0.12,0.02,0.48
269,[144 113  62  62],0.38,0.0,0.11,0.03,0.17,0.03,0.28
270,[144 114  62  62],0.3,0.0,0.07,0.03,0.13,0.02,0.44
271,[144 113  62  62],0.39,0.0,0.09,0.04,0.12,0.02,0.34
272,[145 113  61  61],0.38,0.0,0.08,0.02,0.11,0.01,0.4
273,[145 113  62  62],0.28,0.0,0.07,0.02,0.07,0.01,0.54
274,[145 113  62  62],0.38,0.0,0.06,0.01,0.08,0.01,0.45
275,[145 113  62  62],0.33,0.0,0.06,0.01,0.07,0.01,0.52
276,[145 113  61  61],0.46,0.0,0.09,0.01,0.08,0.01,0.34
277,[145 113  61  61],0.34,0.0,0.12,0.02,0.2,0.01,0.31
278,[145 113  61  61],0.25,0.0,0.14,0.02,0.2,0.02,0.37
279,[145 113  61  61],0.32,0.0,0.12,0.02,0.19,0.02,0.33
280,[144 113  61  61],0.4,0.0,0.19,0.03,0.12,0.03,0.23
281,[145 114  61  61],0.31,0.0,0.06,0.05,0.06,0.01,0.5
282,[143 113  62  62],0.16,0.0,0.07,0.07,0.1,0.01,0.58
283,[143 113  61  61],0.29,0.0,0.09,0.06,0.11,0.02,0.43
284,[143 113  62  62],0.11,0.0,0.06,0.05,0.09,0.01,0.67
285,[143 113  62  62],0.13,0.0,0.05,0.08,0.07,0.01,0.66
286,[143 113  62  62],0.15,0.0,0.05,0.1,0.08,0.02,0.6
287,[142 114  62  62],0.19,0.0,0.12,0.02,0.11,0.05,0.49
288,[142 114  62  62],0.12,0.0,0.1,0.01,0.15,0.02,0.6
289,[142 115  61  61],0.18,0.0,0.15,0.02,0.13,0.05,0.47
290,[141 115  61  61],0.23,0.0,0.24,0.01,0.2,0.07,0.26
291,[140 115  62  62],0.3,0.0,0.2,0.0,0.25,0.07,0.18
292,[139 116  62  62],0.21,0.0,0.12,0.0,0.22,0.29,0.15
293,[139 117  62  62],0.24,0.0,0.06,0.0,0.03,0.61,0.06
294,[138 116  63  63],0.3,0.0,0.13,0.0,0.08,0.36,0.14
295,[138 117  62  62],0.18,0.0,0.14,0.01,0.14,0.17,0.35
296,[137 117  61  61],0.23,0.0,0.21,0.02,0.17,0.17,0.2
297,[137 117  60  60],0.22,0.0,0.17,0.05,0.11,0.27,0.19
298,[137 116  62  62],0.18,0.0,0.18,0.02,0.16,0.11,0.35
299,[137 116  61  61],0.19,0.0,0.15,0.03,0.14,0.17,0.32
300,[137 115  62  62],0.13,0.0,0.13,0.04,0.21,0.13,0.37
301,[136 115  61  61],0.13,0.0,0.18,0.04,0.17,0.25,0.24
302,[135 114  62  62],0.1,0.0,0.1,0.02,0.37,0.07,0.34
303,[135 114  61  61],0.14,0.0,0.14,0.01,0.39,0.09,0.24
304,[135 113  62  62],0.08,0.0,0.13,0.01,0.31,0.11,0.37
305,[135 113  62  62],0.11,0.0,0.22,0.02,0.12,0.35,0.19
306,[136 113  61  61],0.1,0.0,0.18,0.01,0.09,0.47,0.16
307,[136 112  61  61],0.04,0.0,0.11,0.01,0.06,0.7,0.08
308,[136 112  61  61],0.07,0.0,0.15,0.01,0.11,0.5,0.16
309,[135 112  62  62],0.16,0.0,0.22,0.01,0.26,0.13,0.22
310,[135 112  63  63],0.1,0.0,0.26,0.01,0.16,0.28,0.19
311,[136 112  61  61],0.05,0.0,0.21,0.02,0.18,0.28,0.26
312,[137 114  59  59],0.1,0.0,0.14,0.03,0.16,0.23,0.34
313,[137 114  59  59],0.1,0.0,0.13,0.03,0.14,0.26,0.33
314,[136 113  60  60],0.16,0.0,0.14,0.04,0.19,0.13,0.34
315,[135 113  61  61],0.15,0.0,0.16,0.05,0.22,0.11,0.31
316,[136 113  60  60],0.1,0.0,0.11,0.04,0.25,0.11,0.39
317,[136 114  60  60],0.06,0.0,0.11,0.02,0.31,0.03,0.47
318,[136 114  60  60],0.04,0.0,0.07,0.02,0.37,0.02,0.48
319,[135 114  61  61],0.05,0.0,0.05,0.04,0.31,0.04,0.51
320,[136 114  61  61],0.03,0.0,0.07,0.01,0.42,0.04,0.42
321,[135 114  62  62],0.04,0.0,0.11,0.04,0.26,0.1,0.46
322,[134 114  62  62],0.06,0.0,0.15,0.05,0.21,0.11,0.41
323,[135 114  61  61],0.07,0.0,0.15,0.04,0.13,0.3,0.32
324,[135 114  61  61],0.06,0.0,0.12,0.05,0.13,0.3,0.35
325,[135 113  61  61],0.07,0.0,0.11,0.05,0.13,0.21,0.43
326,[135 113  62  62],0.09,0.0,0.16,0.06,0.09,0.24,0.36
327,[135 113  60  60],0.11,0.0,0.11,0.07,0.09,0.28,0.33
328,[135 114  59  59],0.09,0.0,0.19,0.04,0.06,0.34,0.28
329,[135 114  59  59],0.1,0.0,0.21,0.03,0.05,0.42,0.2
330,[135 113  60  60],0.07,0.0,0.17,0.03,0.06,0.47,0.2
331,[134 113  61  61],0.14,0.0,0.1,0.07,0.03,0.56,0.11
332,[134 111  63  63],0.05,0.0,0.11,0.05,0.05,0.66,0.09
333,[135 112  62  62],0.06,0.0,0.21,0.05,0.1,0.33,0.24
334,[135 111  62  62],0.05,0.0,0.18,0.1,0.18,0.21,0.27
335,[136 112  62  62],0.06,0.0,0.19,0.09,0.11,0.23,0.32
336,[135 111  62  62],0.06,0.0,0.19,0.11,0.16,0.27,0.21
337,[136 112  62  62],0.08,0.0,0.21,0.06,0.11,0.27,0.27
338,[136 112  62  62],0.11,0.0,0.18,0.05,0.1,0.26,0.31
339,[135 111  63  63],0.09,0.0,0.13,0.08,0.18,0.14,0.38
340,[135 111  62  62],0.1,0.0,0.18,0.09,0.19,0.11,0.33
341,[135 111  62  62],0.09,0.0,0.24,0.11,0.14,0.14,0.28
342,[136 112  62  62],0.11,0.0,0.27,0.06,0.14,0.15,0.27
343,[136 112  61  61],0.07,0.0,0.12,0.12,0.15,0.12,0.42
344,[136 112  61  61],0.11,0.0,0.12,0.09,0.17,0.07,0.44
345,[135 112  61  61],0.11,0.0,0.16,0.05,0.17,0.21,0.3
346,[136 113  60  60],0.08,0.0,0.19,0.03,0.08,0.39,0.23
347,[135 113  61  61],0.09,0.0,0.14,0.08,0.19,0.04,0.46
348,[135 113  60  60],0.05,0.0,0.09,0.11,0.23,0.02,0.5
349,[135 114  60  60],0.07,0.0,0.07,0.06,0.16,0.02,0.63
350,[135 114  60  60],0.07,0.0,0.08,0.13,0.21,0.02,0.48
351,[135 115  59  59],0.11,0.0,0.09,0.16,0.17,0.02,0.44
352,[134 115  60  60],0.13,0.0,0.19,0.15,0.1,0.12,0.31
353,[134 115  60  60],0.12,0.0,0.26,0.07,0.09,0.3,0.17
354,[134 115  62  62],0.11,0.0,0.23,0.09,0.06,0.37,0.14
355,[135 115  60  60],0.1,0.0,0.17,0.15,0.17,0.22,0.2
356,[134 116  61  61],0.15,0.0,0.16,0.22,0.09,0.24,0.15
